id,name,race,type,frameType,tcg_date
81197327,Elemental HERO Steam Healer,Warrior,Fusion Monster,fusion,2006-02-08
49352945,Elemental HERO Storm Neos,Warrior,Fusion Monster,fusion,2008-01-26
40044918,Elemental HERO Stratos,Warrior,Effect Monster,effect,2007-04-21
22908820,Elemental HERO Sunrise,Warrior,Fusion Monster,fusion,2020-01-16
83121692,Elemental HERO Tempest,Warrior,Fusion Monster,fusion,2005-11-05
74711057,Elemental HERO Terra Firma,Warrior,Fusion Monster,fusion,2008-07-31
22061412,Elemental HERO The Shining,Warrior,Fusion Monster,fusion,2011-03-01
61204971,Elemental HERO Thunder Giant,Warrior,Fusion Monster,fusion,2005-05-28
9327502,Elemental HERO Voltic,Thunder,Effect Monster,effect,2008-07-31
55615891,Elemental HERO Wild Wingman,Warrior,Fusion Monster,fusion,2006-05-17
10526791,Elemental HERO Wildedge,Warrior,Fusion Monster,fusion,2005-11-05
86188410,Elemental HERO Wildheart,Warrior,Effect Monster,effect,2005-11-05
75434695,Elemental HERO Woodsman,Warrior,Effect Monster,effect,2008-07-31
99414168,Elemental Mistress Doriado,Spellcaster,Ritual Effect Monster,ritual,2005-05-28
36586443,Elemental Recharge,Normal,Trap Card,trap,2006-05-17
11167052,Elemental Training,Continuous,Trap Card,trap,2018-05-03
300302048,"Elements of Thunder, Water, and Wind",Paradox Broth,Skill Card,skill,2022-10-06
83032858,Elementsaber Aina,Warrior,Effect Monster,effect,2018-05-03
18214905,Elementsaber Lapauila,Warrior,Effect Monster,effect,2018-05-03
71797713,Elementsaber Lapauila Mana,Warrior,Effect Monster,effect,2018-05-03
19036557,Elementsaber Makani,Warrior,Effect Monster,effect,2018-05-03
72819261,Elementsaber Malo,Warrior,Effect Monster,effect,2018-05-03
45702014,Elementsaber Molehu,Warrior,Effect Monster,effect,2018-05-03
46425662,Elementsaber Nalu,Warrior,Effect Monster,effect,2018-05-03
85166216,Elephant Statue of Blessing,Rock,Effect Monster,effect,2004-06-01
12160911,Elephant Statue of Disaster,Rock,Effect Monster,effect,2004-06-01
88845345,Elephun,Beast,Tuner Monster,effect,2010-08-07
39897277,Elf's Light,Equip,Spell Card,spell,2002-09-01
73872164,Eliminating the League,Normal,Trap Card,trap,2007-02-28
60292055,Elphase,Cyberse,Link Monster,link,2019-08-22
61980241,Elzette of the White Forest,Spellcaster,Effect Monster,effect,2024-07-18
48017189,EM:P Meowmine,Cyberse,Effect Monster,effect,2024-02-08
35035985,Embers of the Ashened,Pyro,Fusion Monster,fusion,2024-04-25
6390406,Emblem of Dragon Destroyer,Normal,Spell Card,spell,2003-10-10
9845733,Emblem of the Awakening,Ritual,Spell Card,spell,2007-02-28
80621422,Emblem of the Plunder Patroll,Equip,Spell Card,spell,2020-04-30
77765207,Emblema Oath,Quick-Play,Spell Card,spell,2023-11-16
61950680,Emblema Salvation,Quick-Play,Spell Card,spell,2024-07-18
28649820,Embodiment of Apophis,Continuous,Trap Card,trap,2005-08-06
59069885,Embrace of the Tistina,Continuous,Trap Card,trap,2023-10-19
64154377,Embryonic Beast,Fiend,Normal Monster,normal,
43633088,Emergency Apport,Normal,Trap Card,trap,2024-02-08
24019261,Emergency Assistance,Normal,Spell Card,spell,2009-09-01
53046408,Emergency Provisions,Quick-Play,Spell Card,spell,2003-06-06
67723438,Emergency Teleport,Quick-Play,Spell Card,spell,2008-08-09
61292243,EMERGENCY!,Quick-Play,Spell Card,spell,2023-07-27
70628672,Emergeroid Call,Counter,Trap Card,trap,2017-09-07
97926515,Emerging Emergency Rescute Rescue,Normal,Spell Card,spell,2017-06-08
43580269,Emes the Infinity,Machine,Effect Monster,effect,2004-10-26
42685062,Emissary from Pandemonium,Fiend,Tuner Monster,effect,2009-05-02
87462901,Emissary from the House of Wax,Illusion,Effect Monster,effect,2024-02-08
44330099,Emissary of Darkness Token,Fairy,Token,token,2013-02-21
75043725,Emissary of the Afterlife,Fiend,Effect Monster,effect,2004-06-01
6103294,Emissary of the Oasis,Spellcaster,Effect Monster,effect,2004-06-01
97864322,Emperor Charles the Great,Warrior,Link Monster,link,2023-07-27
33022867,Emperor Maju Garzett,Fiend,Effect Monster,effect,2019-05-02
501000007,Emperor of Lightning,Thunder,Effect Monster,effect,2007-07-28
53136004,Emperor of Prophecy,Spellcaster,Effect Monster,effect,2012-11-09
11250655,Emperor of the Land and Sea,Reptile,Normal Monster,normal,
21672573,Emperor Sem,Fiend,Effect Monster,effect,2009-05-02
20560620,Emperor Tanuki's Critter Count,Fiend,Effect Monster,effect,2022-08-04
54250060,Empowerment,Field,Spell Card,spell,2016-08-04
15237615,Empress Judge,Warrior,Fusion Monster,fusion,2002-06-26
58818411,Empress Mantis,Insect,Normal Monster,normal,2003-03-01
770365,Empress of Prophecy,Spellcaster,XYZ Monster,xyz,2012-11-09
9409625,Empty Machine,Continuous,Trap Card,trap,2018-06-28
80170678,EN - Engage Neo Space,Normal,Spell Card,spell,2022-08-04
10186633,EN Shuffle,Normal,Spell Card,spell,2022-11-17
89058026,EN Wave,Continuous,Spell Card,spell,2022-08-04
96355986,Enchanted Javelin,Normal,Trap Card,trap,2002-10-20
30531525,Enchanting Fitting Room,Normal,Spell Card,spell,2004-06-01
75376965,Enchanting Mermaid,Fish,Normal Monster,normal,2002-03-08
6622715,Encode Talker,Cyberse,Link Monster,link,2017-11-02
53442500,End of the Line,Normal,Trap Card,trap,2022-02-10
8198712,End of the World,Ritual,Spell Card,spell,2006-02-18
7845138,Endless Decay,Zombie,Effect Monster,effect,2011-12-01
21887075,Endless Engine Argyro System,Normal,Spell Card,spell,2022-05-19
300302007,Endless Traps,Odion,Skill Card,skill,2020-11-26
9482987,"Endymion, the Magistus of Mastery",Spellcaster,Effect Monster,effect,2020-12-03
40732515,"Endymion, the Master Magician",Spellcaster,Effect Monster,effect,2009-03-31
3611830,"Endymion, the Mighty Master of Magic",Spellcaster,Pendulum Effect Monster,effect_pendulum,2019-04-19
65342096,Endymion's Lab,Continuous,Spell Card,spell,2019-04-19
98045062,Enemy Controller,Quick-Play,Spell Card,spell,2004-06-01
300302029,Energizing Elements,Bastion Misaw,Skill Card,skill,2022-03-17
72631243,Energy Bravery,Warrior,Effect Monster,effect,2009-11-17
56916805,Energy Drain,Normal,Trap Card,trap,2004-03-01
57006589,Energy-Absorbing Monolith,Normal,Trap Card,trap,2007-11-14
26022485,Enervating Mist,Continuous,Trap Card,trap,2004-10-01
82556059,Engine Token,Machine,Token,token,
50078320,Engraver of the Mark,Spellcaster,Effect Monster,effect,2015-12-10
72444406,Enigmaster Packbit,Cyberse,Synchro Monster,synchro,2024-02-08
38280762,"Enishi, Shien's Chancellor",Warrior,Effect Monster,effect,2007-11-14
57274196,Enlightenment,Normal,Trap Card,trap,2009-11-17
46186135,Enlightenment Dragon,Dragon,Fusion Monster,fusion,2024-04-25
59123194,Enlightenment Paladin,Spellcaster,Synchro Monster,synchro,2016-01-14
32120116,Enma's Judgment,Normal,Trap Card,trap,2020-03-19
76909279,Enraged Battle Ox,Beast-Warrior,Effect Monster,effect,2004-03-01
91862578,Enraged Muka Muka,Rock,Effect Monster,effect,2004-10-01
38695361,Envoy of Chaos,Warrior,Effect Monster,effect,2017-02-09
51611041,"Epigonen, the Impersonation Invader",Rock,Effect Monster,effect,2022-02-10
52566270,Epsilon The Magnet Warrior,Rock,Effect Monster,effect,2022-02-10
98049934,Epurrely Beauty,Fairy,XYZ Monster,xyz,2023-01-19
52645235,Epurrely Happiness,Fairy,XYZ Monster,xyz,2023-01-19
62592805,Epurrely Noir,Fairy,XYZ Monster,xyz,2023-07-27
24434049,Epurrely Plump,Fairy,XYZ Monster,xyz,2023-01-19
62878208,Equip Shot,Normal,Trap Card,trap,2008-08-09
94716515,Eradicating Aerosol,Normal,Spell Card,spell,2011-06-24
54974237,Eradicator Epidemic Virus,Normal,Trap Card,trap,2007-05-16
23064604,Erebus the Underworld Monarch,Zombie,Effect Monster,effect,2016-01-28
15746348,Eria the Water Channeler,Spellcaster,Effect Monster,effect,2024-07-27
74364659,Eria the Water Charmer,Spellcaster,Flip Effect Monster,effect,2005-05-28
73309655,"Eria the Water Charmer, Gentle",Spellcaster,Link Monster,link,2020-04-30
7407724,Erica the Rikka Fairy,Plant,Effect Monster,effect,2020-04-03
18235309,Escalation of the Monarchs,Continuous,Trap Card,trap,2014-05-16
31550470,Escape from the Dark Dimension,Continuous,Trap Card,trap,2008-01-26
53417695,Escape of the Unchained,Normal,Trap Card,trap,2019-10-24
33676146,Escapegoat,Continuous,Trap Card,trap,2023-10-19
24326617,Escher the Frost Vassal,Aqua,Effect Monster,effect,2015-08-06
84653834,ESP Amplifier,Quick-Play,Spell Card,spell,2011-04-30
99070951,Esper Girl,Psychic,Tuner Monster,effect,2011-04-30
52900001,Esprit Bird Token,Winged Beast,Token,token,
45283341,Eternal Bond,Normal,Trap Card,trap,2021-07-08
25750986,Eternal Chaos,Normal,Trap Card,trap,2020-06-18
35787450,Eternal Dread,Normal,Trap Card,trap,2007-02-07
56606928,Eternal Drought,Normal,Spell Card,spell,2011-06-24
87532344,Eternal Favorite,Continuous,Trap Card,trap,2024-02-08
82162616,Eternal Galaxy,Normal,Trap Card,trap,2018-09-13
95051344,Eternal Rest,Normal,Spell Card,spell,2002-09-16
48680970,Eternal Soul,Continuous,Trap Card,trap,2016-10-06
11460577,Etoile Cyber,Warrior,Effect Monster,effect,2005-11-05
45675980,Etude of the Branded,Continuous,Trap Card,trap,2023-05-04
9547962,Euler's Circuit,Field,Spell Card,spell,2018-02-01
40177746,Eva,Fairy,Effect Monster,effect,2018-01-18
64382840,Eva Token,Fiend,Token,token,
32013448,Evening Twilight Knight,Warrior,Effect Monster,effect,2015-11-05
15693423,Evenly Matched,Normal,Trap Card,trap,2017-10-19
37042505,Everlasting Alloy,Quick-Play,Spell Card,spell,2020-09-24
31467372,Everliving Underworld Cannon,Continuous,Spell Card,spell,2008-11-01
45222299,Evigishki Gustkraken,Aqua,Ritual Effect Monster,ritual,2012-05-25
71203602,Evigishki Levianima,Aqua,Ritual Effect Monster,ritual,2012-09-28
76372778,Evigishki Merrowgeist,Aqua,XYZ Monster,xyz,2012-05-25
11877465,Evigishki Mind Augus,Aqua,Ritual Effect Monster,ritual,2011-09-29
88926295,Evigishki Neremanas,Spellcaster,Ritual Effect Monster,ritual,2023-02-09
57272170,Evigishki Soul Ogre,Aqua,Ritual Effect Monster,ritual,2011-09-29
21496848,Evigishki Tetrogre,Aqua,Ritual Effect Monster,ritual,2012-02-03
101207052,Evil Assault,Normal,Spell Card,spell,
15684835,Evil Blast,Normal,Trap Card,trap,2010-02-12
8400623,Evil Dragon Ananta,Reptile,Effect Monster,effect,2008-07-31
17616743,Evil Eye Awakening,Normal,Spell Card,spell,2019-03-21
43011492,Evil Eye Confrontation,Quick-Play,Spell Card,spell,2019-03-21
6494106,Evil Eye Defeat,Normal,Trap Card,trap,2019-03-21
70122149,Evil Eye Domain - Pareidolia,Field,Spell Card,spell,2019-03-21
42899204,Evil Eye Mesmerism,Continuous,Trap Card,trap,2019-03-21
28957126,Evil Eye of Gorgoneio,Equip,Spell Card,spell,2019-10-24
44133040,Evil Eye of Selene,Equip,Spell Card,spell,2019-03-21
7610394,Evil Eye Reemergence,Normal,Spell Card,spell,2020-04-30
79400597,Evil Eye Repose,Continuous,Spell Card,spell,2019-03-21
79383919,Evil Eye Retribution,Counter,Trap Card,trap,2019-03-21
8775395,Evil Eyes Unleashed,Normal,Spell Card,spell,2023-02-09
13650422,Evil HERO Adusted Gold,Fiend,Effect Monster,effect,2019-09-26
58332301,Evil HERO Dark Gaia,Fiend,Fusion Monster,fusion,2007-11-14
101207033,Evil HERO Dark Knight,Fiend,Fusion Monster,fusion,
101207002,Evil HERO Doom Prison,Rock,Effect Monster,effect,
95943058,Evil HERO Infernal Gainer,Fiend,Effect Monster,effect,2007-11-14
50304345,Evil HERO Infernal Prodigy,Fiend,Effect Monster,effect,2008-01-26
101207003,Evil HERO Infernal Rider,Fiend,Effect Monster,effect,
50282757,Evil HERO Infernal Sniper,Fiend,Fusion Monster,fusion,2008-01-26
22160245,Evil HERO Inferno Wing,Fiend,Fusion Monster,fusion,2007-11-14
101207032,Evil HERO Inferno Wing - Infernal Backlash,Fiend,Fusion Monster,fusion,
21947653,Evil HERO Lightning Golem,Fiend,Fusion Monster,fusion,2007-11-14
86165817,Evil HERO Malicious Bane,Fiend,Fusion Monster,fusion,2019-09-26
58554959,Evil HERO Malicious Edge,Fiend,Effect Monster,effect,2007-11-14
86676862,Evil HERO Malicious Fiend,Fiend,Fusion Monster,fusion,2008-01-26
101207031,Evil HERO Neos Lord,Fiend,Fusion Monster,fusion,
45659520,Evil HERO Sinister Necrom,Fiend,Effect Monster,effect,2019-09-26
101207001,Evil HERO Toxic Bubble,Fiend,Effect Monster,effect,
13293158,Evil HERO Wild Cyclone,Fiend,Fusion Monster,fusion,2008-01-26
18438874,Evil Mind,Normal,Spell Card,spell,2019-09-26
85431040,Evil Thorn,Plant,Effect Monster,effect,2009-05-02
75524093,Evil Token,Fiend,Token,token,
98360333,Evil★Twin Challenge,Normal,Trap Card,trap,2020-12-03
34365442,Evil★Twin GG EZ,Continuous,Trap Card,trap,2020-12-03
9205573,Evil★Twin Ki-sikil,Fiend,Link Monster,link,2020-12-03
36609518,Evil★Twin Lil-la,Fiend,Link Monster,link,2020-12-03
60759087,Evil★Twin Present,Normal,Trap Card,trap,2020-12-03
93672138,Evil★Twin's Trouble Sunny,Fiend,Link Monster,link,2021-11-04
62098216,Evil★Twins Ki-sikil & Lil-la,Fiend,Effect Monster,effect,2020-12-03
42679662,Evilswarm Azzathoth,Reptile,Flip Effect Monster,effect,2013-02-01
36757171,Evilswarm Bahamut,Dragon,XYZ Monster,xyz,2012-09-28
79785958,Evilswarm Castor,Warrior,Effect Monster,effect,2013-02-01
77841719,Evilswarm Coppelia,Machine,Effect Monster,effect,2013-02-01
46772449,Evilswarm Exciton Knight,Fiend,XYZ Monster,xyz,2014-01-24
31456110,Evilswarm Golem,Rock,Effect Monster,effect,2013-02-01
77542832,Evilswarm Heliotrope,Rock,Normal Monster,normal,2012-09-28
35209994,Evilswarm Hraesvelg,Winged Beast,Flip Effect Monster,effect,2012-09-28
4756629,Evilswarm Kerykeion,Spellcaster,Effect Monster,effect,2013-05-17
40921545,Evilswarm Ketos,Aqua,Effect Monster,effect,2012-09-28
8814959,Evilswarm Mandragora,Plant,Effect Monster,effect,2012-09-28
359563,Evilswarm Nightmare,Fiend,XYZ Monster,xyz,2012-09-28
72429240,Evilswarm O'lantern,Pyro,Effect Monster,effect,2012-09-28
5284653,Evilswarm Obliviwisp,Pyro,Effect Monster,effect,2013-02-01
91279700,Evilswarm Ophion,Dragon,XYZ Monster,xyz,2013-02-01
38273745,Evilswarm Ouroboros,Dragon,XYZ Monster,xyz,2013-02-01
4058065,Evilswarm Salamandra,Dinosaur,Effect Monster,effect,2013-02-01
65884091,Evilswarm Thanatos,Fiend,XYZ Monster,xyz,2013-02-01
78663366,Evilswarm Thunderbird,Thunder,Effect Monster,effect,2013-02-01
3536537,Evilswarm Zahak,Dragon,Effect Monster,effect,2012-09-28
64815084,Evo-Branch,Normal,Trap Card,trap,2012-01-14
88760522,Evo-Diversity,Normal,Spell Card,spell,2012-04-28
5338223,Evo-Force,Normal,Spell Card,spell,2012-01-14
24362891,Evo-Instant,Normal,Trap Card,trap,2012-01-14
8632967,Evo-Karma,Continuous,Spell Card,spell,2011-11-10
34026662,Evo-Miracle,Quick-Play,Spell Card,spell,2011-11-10
14154221,Evo-Price,Continuous,Spell Card,spell,2012-04-28
74100225,Evo-Singularity,Normal,Trap Card,trap,2014-05-16
96872283,Evocator Chevalier,Warrior,Gemini Monster,effect,2009-10-23
16146511,Evocator Eveque,Warrior,Gemini Monster,effect,2020-06-18
80651316,Evolsaur Cerato,Dinosaur,Effect Monster,effect,2011-11-10
39672388,Evolsaur Darwino,Dinosaur,Effect Monster,effect,2012-04-28
17045014,Evolsaur Diplo,Dinosaur,Effect Monster,effect,2011-11-10
23234094,Evolsaur Elias,Dinosaur,Effect Monster,effect,2012-01-14
15171722,Evolsaur Lios,Dinosaur,Effect Monster,effect,2023-07-27
16480084,Evolsaur Pelta,Dinosaur,Effect Monster,effect,2011-11-10
69633792,Evolsaur Terias,Dinosaur,Effect Monster,effect,2012-01-14
54266211,Evolsaur Vulcano,Dinosaur,Effect Monster,effect,2011-11-10
56240989,Evoltile Casinerio,Reptile,Effect Monster,effect,2012-01-14
91903221,Evoltile Elginero,Reptile,Effect Monster,effect,2012-04-28
55488859,Evoltile Gephyro,Reptile,Effect Monster,effect,2011-11-10
3283679,Evoltile Lagosucho,Reptile,Effect Monster,effect,2012-04-28
13046291,Evoltile Megachirella,Reptile,Effect Monster,effect,2019-10-24
88095331,Evoltile Najasho,Reptile,Effect Monster,effect,2012-01-14
28877602,Evoltile Odonto,Reptile,Effect Monster,effect,2011-11-10
89776023,Evoltile Pholis,Reptile,Effect Monster,effect,2023-07-27
20855340,Evoltile Pleuro,Reptile,Effect Monster,effect,2012-01-14
81873903,Evoltile Westlo,Reptile,Flip Effect Monster,effect,2011-11-10
52875873,Evolution Burst,Normal,Spell Card,spell,2009-11-05
78217065,Evolution End Burst,Normal,Spell Card,spell,2023-03-09
93504463,Evolutionary Bridge,Normal,Trap Card,trap,2011-11-10
42752141,Evolzar Dolkka,Dragon,XYZ Monster,xyz,2011-11-10
74294676,Evolzar Laggia,Dragon,XYZ Monster,xyz,2011-11-10
35103106,Evolzar Lars,Dragon,XYZ Monster,xyz,2023-07-27
18511599,Evolzar Solda,Dragon,XYZ Monster,xyz,2012-01-14
34022970,Ex Ryzeal,Pyro,Effect Monster,effect,
53180020,"Exa, Enforcer of the Nekroz",Dragon,Effect Monster,effect,2015-02-12
63749102,Exarion Universe,Beast-Warrior,Effect Monster,effect,2005-09-01
92812851,Exceed the Pendulum,Spellcaster,Link Monster,link,2023-10-19
5556668,Exchange,Normal,Spell Card,spell,2002-10-15
25209168,Exchange of Despair and Hope,Normal,Trap Card,trap,2022-11-03
3160805,Exchange of Night and Day,Continuous,Trap Card,trap,2014-08-14
17484499,Exchange of the Spirit,Normal,Trap Card,trap,2005-11-05
40669071,Excode Talker,Cyberse,Link Monster,link,2018-02-01
20419926,Execute Protocols,Continuous,Trap Card,trap,2019-08-15
55976207,Execution of the Contract,Equip,Spell Card,spell,2020-01-30
95451366,Exhausting Spell,Normal,Trap Card,trap,2003-10-10
26725158,Exile of the Wicked,Normal,Spell Card,spell,2002-10-01
74131780,Exiled Force,Warrior,Effect Monster,effect,2003-06-06
12600382,Exodia Necross,Spellcaster,Effect Monster,effect,2003-12-01
33396948,Exodia the Forbidden One,Spellcaster,Effect Monster,effect,2002-03-08
5008836,"Exodia, the Legendary Defender",Spellcaster,Effect Monster,effect,2019-08-29
13893596,Exodius the Ultimate Forbidden Lord,Spellcaster,Effect Monster,effect,2010-11-02
4408198,Exosister Arment,Quick-Play,Spell Card,spell,2022-01-27
41524885,Exosister Asophiel,Warrior,XYZ Monster,xyz,2022-01-27
30802207,Exosister Carpedivem,Continuous,Spell Card,spell,2022-01-27
16474916,Exosister Elis,Spellcaster,Effect Monster,effect,2022-01-27
5530780,Exosister Gibrine,Warrior,XYZ Monster,xyz,2022-01-27
79858629,Exosister Irene,Spellcaster,Effect Monster,effect,2022-01-27
78135071,Exosister Kaspitell,Warrior,XYZ Monster,xyz,2022-01-27
37343995,Exosister Martha,Spellcaster,Effect Monster,effect,2022-08-04
42741437,Exosister Mikailis,Warrior,XYZ Monster,xyz,2022-01-27
77913594,Exosister Pax,Quick-Play,Spell Card,spell,2022-01-27
197042,Exosister Returnia,Normal,Trap Card,trap,2022-08-04
5352328,Exosister Sophia,Spellcaster,Effect Monster,effect,2022-01-27
43863925,Exosister Stella,Spellcaster,Effect Monster,effect,2022-01-27
77891946,Exosister Vadis,Normal,Trap Card,trap,2022-01-27
59242457,Exosisters Magnifica,Warrior,XYZ Monster,xyz,2022-05-19
84125619,Expendable Dai,Normal,Trap Card,trap,2021-06-03
20586572,Exploder Dragon,Dragon,Effect Monster,effect,2007-03-20
40529384,Exploder Dragonwing,Dragon,Synchro Monster,synchro,2009-05-02
31353051,Exploderokket Dragon,Dragon,Effect Monster,effect,2019-08-15
33413279,Explosive Magician,Spellcaster,Synchro Monster,synchro,2009-11-17
52140003,Explosive Urchin,Continuous,Trap Card,trap,2011-08-06
38210374,Explossum,Beast,Effect Monster,effect,2015-01-15
7080743,Express Train Trolley Olley,Machine,Effect Monster,effect,2014-04-25
984114,Expressroid,Machine,Effect Monster,effect,2007-07-25
51822687,Expurrely Happiness,Fairy,XYZ Monster,xyz,2023-01-19
83827392,Expurrely Noir,Fairy,XYZ Monster,xyz,2023-01-19
68456353,Exterio's Fang,Counter,Trap Card,trap,2010-11-06
95676943,Extinction on Schedule,Normal,Trap Card,trap,2015-08-06
99162522,EXTINGUISH!,Normal,Trap Card,trap,2023-01-19
98828338,Extinguishing the Ashened,Normal,Spell Card,spell,2024-04-25
26050548,Extox Hydra,Reptile,Fusion Monster,fusion,2023-06-22
94937430,Extra Buck,Continuous,Trap Card,trap,2015-08-06
7405310,Extra Gate,Quick-Play,Spell Card,spell,2011-11-10
95376428,Extra Net,Field,Spell Card,spell,2015-01-15
58308221,Extra Pendulum,Normal,Spell Card,spell,2022-05-19
32391566,Extra Veiler,Spellcaster,Effect Monster,effect,2010-11-06
57995165,Extra-Foolish Burial,Normal,Spell Card,spell,2018-10-18
38383368,Extraceratops,Warrior,Effect Monster,effect,2019-01-31
23617756,Exxod Fires of Rage,Normal,Trap Card,trap,2024-07-18
55737443,"Exxod, Master of The Guard",Rock,Effect Monster,effect,2006-05-15
23446369,Eye of Illusion,Quick-Play,Spell Card,spell,2024-01-18
57047293,Eye of the Void,Normal,Trap Card,trap,2015-01-15
64511793,Eyearmor,Warrior,Normal Monster,normal,
39271553,F.A. Auto Navigator,Machine,Tuner Monster,effect,2018-02-01
39838559,F.A. Circuit Grand Prix,Field,Spell Card,spell,2017-08-03
1061200,F.A. City Grand Prix,Field,Spell Card,spell,2018-02-01
6764709,F.A. Dark Dragster,Machine,Effect Monster,effect,2018-05-03
33158448,F.A. Dawn Dragster,Machine,Synchro Monster,synchro,2018-05-03
5641251,F.A. Dead Heat,Continuous,Trap Card,trap,2018-05-03
66322203,F.A. Downforce,Quick-Play,Spell Card,spell,2017-08-03
93449450,F.A. Hang On Mach,Machine,Effect Monster,effect,2017-08-03
75676192,F.A. Motorhome Transport,Machine,Synchro Monster,synchro,2018-02-01
2144946,F.A. Off-Road Grand Prix,Field,Spell Card,spell,2017-10-19
32036866,F.A. Overheat,Normal,Trap Card,trap,2018-05-03
38532954,F.A. Pit Stop,Quick-Play,Spell Card,spell,2017-10-19
37414347,F.A. Shining Star GT,Machine,Link Monster,link,2019-07-25
67045745,F.A. Sonic Meister,Machine,Effect Monster,effect,2017-08-03
38459905,F.A. Test Run,Quick-Play,Spell Card,spell,2018-02-01
75059201,F.A. Turbo Charger,Machine,Effect Monster,effect,2017-10-19
49655592,F.A. Whip Crosser,Machine,Effect Monster,effect,2017-10-19
69553552,F.A. Winners,Continuous,Spell Card,spell,2018-05-03
28270534,FA.I.ghting Spirit,Normal,Spell Card,spell,2021-12-02
9061682,Fabled Andwraith,Fiend,Synchro Monster,synchro,2021-02-04
12235475,Fabled Ashenveil,Fiend,Effect Monster,effect,2010-09-25
53199020,Fabled Dianaira,Fiend,Effect Monster,effect,2011-01-25
86840720,Fabled Dyf,Fiend,Effect Monster,effect,2010-09-25
60434101,Fabled Gallabas,Fiend,Effect Monster,effect,2010-05-25
24040093,Fabled Grimro,Fiend,Effect Monster,effect,2010-05-25
19439119,Fabled Krus,Fiend,Effect Monster,effect,2010-09-25
97439806,Fabled Kushano,Fiend,Tuner Monster,effect,2010-05-25
39477584,Fabled Leviathan,Fiend,Synchro Monster,synchro,2010-09-25
97651498,Fabled Lurrie,Fiend,Effect Monster,effect,2010-05-25
57630503,Fabled Marcosia,Fiend,Effect Monster,effect,2021-02-04
8316661,Fabled Miztoji,Fiend,Tuner Monster,effect,2010-09-25
49633574,Fabled Oltro,Fiend,Tuner Monster,effect,2010-09-25
47395382,Fabled Ragin,Fiend,Synchro Monster,synchro,2010-09-25
47217354,Fabled Raven,Fiend,Tuner Monster,effect,2010-08-07
72328962,Fabled Soulkius,Fiend,Effect Monster,effect,2010-09-25
46833854,Fabled Topi,Fiend,Effect Monster,effect,2010-09-25
55766177,Fabled Treason,Normal,Trap Card,trap,2021-02-04
73040500,Fabled Urustos,Fiend,Effect Monster,effect,2010-09-25
54048462,Fabled Valkyrus,Fiend,Synchro Monster,synchro,2010-05-25
29062925,Face Card Fusion,Normal,Spell Card,spell,2021-07-08
39276790,Face-Off,Counter,Trap Card,trap,2014-08-14
7030340,Factory of 100 Machines,Quick-Play,Spell Card,spell,2008-11-01
48742406,Fairy Archer,Fairy,Effect Monster,effect,2010-05-07
44451698,Fairy Archer Ingunar,Plant,Effect Monster,effect,2021-02-04
21598948,Fairy Box,Continuous,Trap Card,trap,2003-03-01
51960178,Fairy Cheer Girl,Fairy,XYZ Monster,xyz,2013-05-17
20315854,Fairy Dragon,Dragon,Normal Monster,normal,2007-05-15
22419772,Fairy Guardian,Fairy,Effect Monster,effect,2003-03-01
28290705,Fairy King Albverdich,Plant,XYZ Monster,xyz,2012-08-18
45425051,Fairy King Truesdale,Plant,Effect Monster,effect,2004-02-10
19684740,Fairy Knight Ingunar,Plant,XYZ Monster,xyz,2014-01-24
97687912,Fairy Meteor Crush,Equip,Spell Card,spell,2002-10-20
81563416,Fairy of the Fountain,Aqua,Normal Monster,normal,
20188127,Fairy of the Spring,Normal,Spell Card,spell,2003-12-01
86937530,Fairy Tail - Luna,Spellcaster,Effect Monster,effect,2017-05-04
52022648,Fairy Tail - Rella,Spellcaster,Effect Monster,effect,2017-02-09
65953423,Fairy Tail - Rochka,Spellcaster,Effect Monster,effect,2021-04-15
42921475,Fairy Tail - Sleeper,Spellcaster,Flip Effect Monster,effect,2016-11-03
55623480,Fairy Tail - Snow,Spellcaster,Effect Monster,effect,2016-08-04
91957038,Fairy Tail Tales,Continuous,Spell Card,spell,2021-04-15
73507661,Fairy Wind,Normal,Trap Card,trap,2009-09-01
68401546,Fairy's Gift,Spellcaster,Normal Monster,normal,2002-12-20
17653779,Fairy's Hand Mirror,Normal,Trap Card,trap,2002-09-16
53416326,Fairyant the Circular Sorcerer,Insect,Tuner Monster,effect,2023-02-09
37160778,Fairywitch,Spellcaster,Normal Monster,normal,
75582395,Faith Bird,Winged Beast,Normal Monster,normal,2002-10-01
41234315,Fake Explosion,Normal,Trap Card,trap,2009-02-28
22628574,Fake Feather,Normal,Trap Card,trap,2009-05-02
78387742,Fake Hero,Normal,Spell Card,spell,2006-08-16
3027001,Fake Trap,Normal,Trap Card,trap,2002-06-26
86170989,Falchion Beta,Machine,Effect Monster,effect,2009-09-01
49674183,Fallen Angel of Roses,Plant,Effect Monster,effect,2012-03-16
68468459,Fallen of Albaz,Dragon,Effect Monster,effect,2020-08-06
82090807,Fallen of Argyros,Thunder,Effect Monster,effect,2023-05-04
87498729,Fallen of the Tistina,Aqua,Effect Monster,effect,2023-10-19
13301895,Fallen Paradise,Field,Spell Card,spell,2017-03-30
90312154,Fallen Sanctuary,Continuous,Trap Card,trap,2022-05-05
26099457,Falling Current,Normal,Spell Card,spell,2012-04-28
32919136,Falling Down,Equip,Spell Card,spell,2003-12-01
89731911,Familiar Knight,Warrior,Effect Monster,effect,2004-07-25
31887905,Familiar-Possessed - Aussa,Spellcaster,Effect Monster,effect,2005-11-05
